industry,ai_tool,adoption_rate,daily_active_users,year
Manufacturing,ChatGPT,11.21,6333,2024
Technology,Midjourney,22.17,2241,2023
Healthcare,Midjourney,54.38,393,2024
Manufacturing,ChatGPT,64.19,5232,2024
Finance,Stable Diffusion,2.88,6069,2023
Agriculture,Midjourney,2.58,4634,2024
Manufacturing,ChatGPT,40.05,5338,2024
Agriculture,Midjourney,78.55,2675,2024
Agriculture,Claude,98.33,6072,2024
Education,Stable Diffusion,8.14,8628,2024
Education,ChatGPT,22.68,1189,2024
Finance,Midjourney,92.6,2517,2023
Finance,ChatGPT,40.65,8142,2023
Agriculture,Midjourney,3.75,9236,2024
Education,Stable Diffusion,60.62,969,2023
Healthcare,Midjourney,82.43,1414,2023
Retail,ChatGPT,15.96,4329,2024
Transportation,ChatGPT,86.62,9843,2024
Agriculture,ChatGPT,85.33,6442,2024
Finance,Midjourney,99.61,2989,2024
Healthcare,Midjourney,44.57,4250,2024
Technology,ChatGPT,99.56,4245,2024
Transportation,ChatGPT,44.59,6604,2023
Retail,Midjourney,48.55,8251,2023
Agriculture,ChatGPT,93.16,6624,2024
Transportation,Midjourney,55.28,3610,2024
Education,ChatGPT,53.36,4424,2024
Retail,Stable Diffusion,8.66,1785,2024
Agriculture,Stable Diffusion,30.54,2115,2024
Technology,ChatGPT,15.2,4988,2024
Manufacturing,Midjourney,25.66,2442,2023
Healthcare,ChatGPT,34.77,1376,2024
Transportation,ChatGPT,22.26,747,2024
Transportation,Midjourney,48.55,7159,2023
Technology,Bard,93.88,5094,2024
Technology,Midjourney,93.44,3637,2024
Retail,Midjourney,25.35,4116,2024
Transportation,ChatGPT,97.5,5052,2024
Education,Bard,44.6,8849,2024
Transportation,ChatGPT,97.11,5495,2024
Agriculture,ChatGPT,91.87,8057,2024
Manufacturing,Stable Diffusion,27.69,3447,2023
Transportation,ChatGPT,30.53,4216,2024
Healthcare,ChatGPT,86.92,6070,2023
Technology,ChatGPT,81.25,2355,2023
Healthcare,Claude,38.39,7963,2023
Transportation,Bard,58.51,9330,2024
Healthcare,Stable Diffusion,98.53,4476,2024
Healthcare,Stable Diffusion,41.81,4477,2024
Agriculture,ChatGPT,70.35,8287,2024
Technology,Midjourney,33.73,2382,2024
Technology,ChatGPT,2.53,609,2024
Education,Midjourney,69.59,1804,2024
Transportation,Stable Diffusion,77.03,7394,2023
Retail,ChatGPT,73.11,4676,2023
Finance,ChatGPT,1.09,6244,2023
Transportation,Midjourney,5.8,9943,2024
Manufacturing,Midjourney,95.51,9410,2024
Manufacturing,Claude,46.64,3134,2023
Retail,ChatGPT,90.78,4777,2024
Technology,ChatGPT,56.88,9270,2023
Manufacturing,ChatGPT,48.31,7577,2024
Healthcare,Claude,65.65,5782,2024
Retail,Midjourney,11.58,4919,2023
Finance,Midjourney,32.24,3648,2023
Manufacturing,Midjourney,2.14,1175,2024
Technology,Midjourney,65.46,4620,2024
Healthcare,ChatGPT,37.42,624,2023
Manufacturing,Midjourney,63.21,8071,2024
Retail,ChatGPT,22.15,7788,2024
Technology,ChatGPT,10.32,3892,2024
Healthcare,Stable Diffusion,54.95,7786,2023
Retail,Midjourney,28.57,5886,2024
Manufacturing,ChatGPT,24.67,4838,2023
Retail,Stable Diffusion,44.72,6825,2024
Agriculture,Midjourney,48.09,3045,2023
Education,Bard,61.65,9331,2024
Retail,ChatGPT,81.61,7414,2024
Transportation,Midjourney,29.48,8784,2023
Technology,ChatGPT,57.4,3127,2024
Manufacturing,ChatGPT,11.72,6641,2024
Agriculture,Stable Diffusion,29.12,3089,2023
Retail,ChatGPT,44.46,337,2023
Manufacturing,ChatGPT,86.06,4345,2024
Transportation,ChatGPT,46.3,2459,2024
Technology,Midjourney,24.69,5958,2024
Finance,Midjourney,24.57,5214,2023
Agriculture,ChatGPT,61.24,5893,2024
Transportation,ChatGPT,27.14,4158,2023
Healthcare,ChatGPT,4.54,5364,2024
Finance,Claude,63.48,3168,2024
Agriculture,Midjourney,63.72,2857,2023
Finance,ChatGPT,11.68,4666,2023
Agriculture,Midjourney,17.67,5038,2023
Manufacturing,Bard,53.88,4124,2024
Healthcare,Midjourney,13.9,8789,2024
Healthcare,Midjourney,47.07,830,2024
Manufacturing,Bard,96.7,8378,2024
Finance,Midjourney,6.16,7135,2024
Manufacturing,ChatGPT,33.14,9094,2024
Technology,ChatGPT,16.06,3647,2023
Agriculture,Stable Diffusion,83.36,8491,2024
Manufacturing,Claude,54.63,3592,2024
Agriculture,ChatGPT,95.96,1963,2023
Retail,Bard,76.77,6075,2024
Agriculture,Claude,83.26,8773,2024
Retail,Midjourney,86.2,3094,2023
Finance,Midjourney,40.98,6620,2024
Technology,Stable Diffusion,65.53,9276,2024
Technology,ChatGPT,18.24,5492,2024
Agriculture,ChatGPT,19.37,2604,2024
Finance,ChatGPT,66.56,6015,2024
Education,Bard,43.04,1768,2024
Education,Bard,54.29,624,2023
Transportation,Stable Diffusion,56.36,5335,2024
Agriculture,ChatGPT,60.66,3569,2024
Healthcare,Stable Diffusion,32.81,7494,2023
Education,Stable Diffusion,73.41,7686,2023
Technology,ChatGPT,85.32,1129,2024
Education,ChatGPT,16.49,9289,2023
Agriculture,ChatGPT,83.18,2617,2023
Healthcare,Midjourney,41.24,7393,2024
Transportation,Bard,79.27,2327,2023
Education,ChatGPT,40.57,1710,2024
Healthcare,ChatGPT,58.09,3652,2024
Healthcare,Midjourney,18.25,8964,2023
Transportation,ChatGPT,47.41,3701,2024
Retail,ChatGPT,77.17,6344,2024
Healthcare,Bard,83.63,1703,2024
Education,Stable Diffusion,53.2,753,2024
Finance,Stable Diffusion,79.76,8671,2024
Retail,Claude,90.25,504,2024
Technology,ChatGPT,86.47,8089,2024
Retail,Bard,76.06,1120,2024
Agriculture,Claude,49.05,524,2024
Finance,Midjourney,12.65,2219,2023
Transportation,ChatGPT,74.53,7145,2024
Manufacturing,Stable Diffusion,20.97,6470,2023
Finance,Midjourney,18,5919,2024
Finance,ChatGPT,83.16,3617,2024
Transportation,Bard,16.19,4061,2023
Healthcare,ChatGPT,12.1,5268,2024
Agriculture,Claude,33.27,6001,2023
Manufacturing,ChatGPT,77.05,5397,2024
Education,Stable Diffusion,31.33,1490,2024
Manufacturing,Stable Diffusion,26.2,1724,2024
Agriculture,Midjourney,36.07,1897,2024
Manufacturing,Bard,15.64,6504,2024
Transportation,Midjourney,15.11,5232,2024
Technology,Midjourney,63.29,5335,2024
Technology,Midjourney,6.71,8209,2024
Retail,ChatGPT,33.05,3779,2023
Technology,Midjourney,50.25,4889,2023
Transportation,Stable Diffusion,62.81,9746,2024
Education,ChatGPT,30.52,9623,2024
Manufacturing,Midjourney,26.13,7928,2024
Transportation,Midjourney,38.95,1613,2024
Finance,Midjourney,73.35,7582,2023
Healthcare,Midjourney,18.94,2863,2024
Agriculture,ChatGPT,18,1493,2024
Education,Stable Diffusion,54.44,8005,2024
Manufacturing,ChatGPT,58.68,1450,2024
Retail,ChatGPT,38.14,4862,2024
Education,ChatGPT,21.17,6067,2024
Retail,Bard,85.35,3805,2023
Technology,Midjourney,97.11,205,2024
Retail,ChatGPT,8.45,5252,2023
Agriculture,Stable Diffusion,44.77,4877,2023
Retail,Stable Diffusion,37.28,9909,2024
Healthcare,Midjourney,22.95,3886,2024
Transportation,Midjourney,30.78,7162,2024
Healthcare,Stable Diffusion,57.1,4302,2024
Finance,Claude,4.21,3933,2024
Education,Midjourney,48.43,153,2024
Manufacturing,Midjourney,50.25,7467,2024
Retail,ChatGPT,4.49,8835,2024
Education,Midjourney,30.68,414,2024
Technology,Stable Diffusion,49.27,7511,2024
Technology,Bard,28.4,903,2024
Finance,Claude,37.48,6382,2024
Finance,ChatGPT,12.97,7503,2024
Transportation,ChatGPT,41.16,5230,2024
Transportation,Stable Diffusion,36.68,4206,2024
Retail,ChatGPT,67.43,5946,2024
Transportation,Stable Diffusion,19.94,6773,2024
Technology,Midjourney,55.02,6352,2023
Healthcare,ChatGPT,68.52,8006,2024
Transportation,Midjourney,85.07,2286,2024
Agriculture,Midjourney,43.82,9315,2023
Healthcare,Claude,48.66,3681,2024
Healthcare,ChatGPT,16.67,5244,2023
Finance,ChatGPT,20.46,8573,2024
Transportation,Bard,57.3,5773,2024
Finance,ChatGPT,87.4,1287,2024
Retail,Bard,69.44,365,2024
Agriculture,ChatGPT,0.56,2929,2023
Education,ChatGPT,66.33,8505,2024
Retail,ChatGPT,19.52,5944,2024
Technology,ChatGPT,46.76,4957,2023
Manufacturing,ChatGPT,74.64,1210,2024
Retail,ChatGPT,2.31,1096,2024
Agriculture,Midjourney,59.83,2550,2024
Transportation,ChatGPT,81.96,774,2024
Retail,ChatGPT,71.17,5822,2024
Healthcare,ChatGPT,1.39,274,2024
Technology,Bard,23.63,1706,2024
Transportation,Midjourney,88.59,9543,2023
Transportation,Midjourney,39.45,7770,2023
Finance,Stable Diffusion,34.93,6381,2023
Technology,Claude,20.48,639,2024
Healthcare,Midjourney,30.07,3341,2024
Agriculture,Bard,47.71,7982,2024
Agriculture,ChatGPT,47.99,896,2024
Transportation,Midjourney,51.81,583,2024
Retail,Midjourney,20.9,9915,2024
Finance,ChatGPT,73.21,951,2024
Education,ChatGPT,70.51,6476,2024
Manufacturing,ChatGPT,34.71,5896,2024
Finance,ChatGPT,75.71,2489,2024
Healthcare,ChatGPT,93.99,6831,2023
Agriculture,Bard,91.93,1706,2024
Technology,Claude,92.22,8112,2024
Healthcare,ChatGPT,78.01,253,2024
Manufacturing,Stable Diffusion,45.69,5204,2024
Manufacturing,ChatGPT,37.8,2523,2024
Finance,Bard,97.94,326,2023
Education,Midjourney,26.1,7203,2024
Agriculture,Claude,74.01,336,2023
Finance,Claude,59.29,2128,2023
Finance,Midjourney,15.96,6240,2024
Retail,ChatGPT,12.76,2497,2024
Healthcare,Stable Diffusion,61.46,2120,2024
Agriculture,Midjourney,39.43,1607,2024
Education,Midjourney,55.92,7769,2024
Finance,ChatGPT,79.78,4963,2023
Healthcare,Midjourney,38.2,9981,2024
Transportation,ChatGPT,3.12,2606,2024
Technology,Stable Diffusion,59.76,1204,2024
Healthcare,ChatGPT,15.82,5993,2024
Education,Midjourney,22.82,9092,2024
Education,Midjourney,27.81,4251,2023
Technology,Midjourney,88.48,5422,2024
Education,ChatGPT,13.6,3767,2024
Healthcare,Midjourney,33.8,5287,2023
Technology,Stable Diffusion,29.11,5381,2024
Finance,ChatGPT,65.88,582,2023
Agriculture,Midjourney,24.23,2748,2024
Healthcare,ChatGPT,8.56,7681,2024
Transportation,Midjourney,33.66,1046,2023
Transportation,Claude,5.73,3647,2024
Finance,Stable Diffusion,10.56,8335,2024
Retail,Midjourney,76.2,3274,2023
Manufacturing,Stable Diffusion,96.41,4216,2024
Transportation,Bard,14.13,8510,2024
Transportation,Bard,71.46,5063,2024
Transportation,ChatGPT,49.39,4785,2023
Education,ChatGPT,17.55,9137,2024
Transportation,ChatGPT,40.09,8471,2024
Technology,ChatGPT,60.97,4059,2024
Manufacturing,ChatGPT,46.32,9024,2024
Retail,Stable Diffusion,61.09,9888,2024
Retail,Bard,92.12,5487,2023
Manufacturing,Midjourney,47.82,2802,2024
Transportation,ChatGPT,29.71,1050,2024
Transportation,ChatGPT,91.84,2990,2024
Transportation,ChatGPT,57.35,4378,2023
Transportation,ChatGPT,48.38,7907,2024
Manufacturing,Stable Diffusion,29.32,2504,2024
Agriculture,ChatGPT,61.5,4427,2024
Education,Midjourney,18.81,561,2024
Healthcare,Midjourney,0.29,1503,2024
Retail,ChatGPT,10.67,4079,2024
Retail,ChatGPT,4.86,6267,2024
Agriculture,Midjourney,38.01,7424,2024
Technology,Midjourney,48.77,9075,2023
Education,Midjourney,1.26,2969,2024
Transportation,Stable Diffusion,8.84,6347,2024
Technology,Midjourney,36.55,1461,2023
Finance,Bard,14.7,617,2024
Finance,Claude,32.88,7102,2024
Education,ChatGPT,6.87,3139,2024
Technology,Midjourney,37.81,1898,2024
Healthcare,Bard,26.13,5722,2023
Finance,Midjourney,90.61,4491,2024
Retail,Midjourney,46.02,3243,2024
Transportation,ChatGPT,93.36,2844,2024
Agriculture,Midjourney,95.16,1360,2024
Agriculture,ChatGPT,58.26,5813,2023
Healthcare,ChatGPT,60.6,2168,2023
Retail,ChatGPT,72.73,8962,2024
Transportation,Midjourney,58.86,9289,2024
Education,Stable Diffusion,46.76,5422,2024
Retail,Midjourney,15.85,4879,2024
Technology,ChatGPT,65.05,4629,2024
Manufacturing,Midjourney,98.91,4603,2024
Education,Midjourney,80.4,2070,2023
Technology,Midjourney,94.88,323,2024
Retail,Bard,85.78,8259,2024
Finance,Claude,71.15,6087,2024
Manufacturing,Stable Diffusion,12.14,6504,2023
Finance,Midjourney,77.03,1167,2024
Finance,Stable Diffusion,47.1,7192,2024
Retail,ChatGPT,11.35,490,2023
Manufacturing,Stable Diffusion,92.75,1789,2024
Finance,Midjourney,1.08,3038,2024
Technology,Claude,40.98,3199,2023
Finance,Midjourney,53.73,3087,2024
Agriculture,Midjourney,45.95,539,2023
Education,Midjourney,21.52,682,2024
Education,ChatGPT,46.86,6778,2024
Manufacturing,ChatGPT,62.71,1677,2024
Technology,ChatGPT,12.27,9476,2023
Technology,ChatGPT,20.04,741,2024
Retail,ChatGPT,66.48,6596,2024
Transportation,Midjourney,2.46,4739,2023
Technology,Stable Diffusion,52.07,614,2024
Technology,Bard,27.3,3226,2024
Technology,Bard,26.8,4919,2024
Transportation,ChatGPT,90.76,7129,2024
Healthcare,ChatGPT,11.17,8946,2024
Education,Stable Diffusion,78.79,236,2024
Finance,Claude,54.28,8580,2023
Education,Midjourney,57.5,7943,2024
Education,Midjourney,79.27,4142,2024
Agriculture,ChatGPT,83.25,3271,2023
Retail,ChatGPT,66.48,2262,2023
Finance,Stable Diffusion,43.54,4246,2024
Manufacturing,Claude,29.53,7510,2024
Transportation,Midjourney,71.75,4845,2024
Retail,Bard,67.83,3282,2024
Technology,Stable Diffusion,67.63,9201,2024
Healthcare,Stable Diffusion,20.26,2040,2024
Education,Midjourney,53.56,4703,2024
Retail,Midjourney,77.25,5919,2024
Technology,Stable Diffusion,32.35,2942,2023
Technology,Stable Diffusion,83.2,7275,2024
Retail,Stable Diffusion,47.11,9477,2024
Finance,ChatGPT,37.65,2190,2023
Retail,ChatGPT,24.54,5732,2024
Agriculture,ChatGPT,1.86,9280,2023
Education,Claude,15.57,349,2024
Manufacturing,Stable Diffusion,9.52,4256,2024
Transportation,ChatGPT,1.17,6740,2024
Technology,ChatGPT,34.5,5960,2024
Technology,Midjourney,55.48,7198,2024
Healthcare,Midjourney,19.79,7101,2024
Retail,ChatGPT,22.71,7519,2024
Manufacturing,ChatGPT,26.09,5563,2023
Finance,ChatGPT,67.47,6779,2023
Healthcare,Midjourney,74.75,3815,2023
Healthcare,Midjourney,60.03,4616,2024
Retail,ChatGPT,5.51,6776,2024
Agriculture,ChatGPT,76.37,664,2024
Healthcare,ChatGPT,10.33,8545,2024
Finance,Bard,29.61,7426,2024
Technology,Stable Diffusion,16.2,5982,2024
Manufacturing,ChatGPT,85.9,9905,2024
Healthcare,Bard,12.78,3390,2024
Transportation,ChatGPT,29.66,862,2023
Technology,ChatGPT,29.62,7585,2023
Manufacturing,ChatGPT,43.62,8478,2024
Agriculture,ChatGPT,72.99,8711,2024
Finance,Midjourney,79.73,3886,2024
Transportation,Claude,59.05,1929,2024
Retail,ChatGPT,66.02,8239,2024
Agriculture,ChatGPT,50.53,8432,2023
Manufacturing,Claude,29.39,3786,2024
Manufacturing,Midjourney,55.05,696,2024
Finance,ChatGPT,16.39,7236,2024
Healthcare,Midjourney,64.84,5347,2024
Healthcare,Stable Diffusion,35.6,3602,2024
Transportation,Midjourney,42.05,7951,2024
Finance,ChatGPT,89.2,4133,2024
Finance,ChatGPT,20.63,6569,2023
Retail,ChatGPT,82.32,9462,2024
Education,Midjourney,19.42,5438,2024
Education,ChatGPT,87.51,9011,2023
Technology,ChatGPT,19.98,7735,2024
Manufacturing,ChatGPT,72.51,5164,2024
Transportation,Midjourney,97.52,4720,2024
Agriculture,ChatGPT,80.14,7722,2024
Finance,Midjourney,77.33,7938,2024
Technology,ChatGPT,31.44,140,2024
Finance,Stable Diffusion,2.32,5374,2024
Healthcare,ChatGPT,72.28,953,2023
Technology,ChatGPT,17.83,2099,2024
Transportation,ChatGPT,89.47,1561,2024
Education,Midjourney,51.45,9929,2024
Manufacturing,Stable Diffusion,90.87,5133,2024
Healthcare,Midjourney,66.67,3731,2023
Manufacturing,ChatGPT,72.41,4484,2024
Finance,Stable Diffusion,48.7,213,2023
Agriculture,ChatGPT,56.3,809,2024
Manufacturing,Midjourney,53.33,1735,2023
Transportation,Midjourney,75.12,1616,2024
Retail,Bard,38.41,7530,2024
Education,Stable Diffusion,95.43,8144,2024
Finance,Bard,70.04,4444,2024
Technology,Midjourney,2.28,3042,2024
Finance,ChatGPT,11.03,195,2024
Manufacturing,Bard,58.09,7492,2023
Transportation,Midjourney,16.41,2922,2024
Retail,Stable Diffusion,73.27,748,2024
Manufacturing,ChatGPT,14.98,6107,2023
Healthcare,ChatGPT,43.23,1099,2023
Agriculture,Bard,83.52,7949,2023
Retail,Claude,31.06,893,2023
Healthcare,Stable Diffusion,65.81,3150,2023
Education,ChatGPT,50.27,5055,2023
Manufacturing,ChatGPT,42.51,7346,2024
Retail,Stable Diffusion,69.68,7601,2024
Education,Bard,91.95,2073,2024
Manufacturing,Midjourney,6.18,1382,2024
Technology,ChatGPT,81.66,3847,2024
Education,Bard,44.89,9983,2023
Transportation,Claude,5.41,5880,2024
Technology,Stable Diffusion,28.54,7935,2023
Retail,ChatGPT,84.82,9691,2024
Education,ChatGPT,17.55,6993,2024
Finance,Stable Diffusion,97.79,3702,2023
Finance,ChatGPT,24.68,1287,2024
Technology,ChatGPT,48.17,7704,2024
Retail,Bard,87.11,3045,2023
Agriculture,Midjourney,71.96,4469,2023
Finance,ChatGPT,91.29,1390,2024
Manufacturing,Midjourney,27.07,9263,2024
Agriculture,ChatGPT,55.66,7607,2024
Technology,ChatGPT,94.67,840,2024
Healthcare,Bard,38.62,1482,2024
Education,ChatGPT,41.21,1714,2024
Education,ChatGPT,4.58,2667,2024
Agriculture,Midjourney,53.2,5387,2024
Technology,ChatGPT,51.94,903,2024
Transportation,ChatGPT,9.45,6718,2024
Agriculture,ChatGPT,40.34,8657,2024
Retail,Midjourney,85.54,8015,2024
Retail,Stable Diffusion,52.17,1674,2023
Finance,Midjourney,27.93,630,2024
Agriculture,Midjourney,12.17,6674,2024
Healthcare,Claude,17.27,3106,2024
Transportation,ChatGPT,81.91,4136,2024
Education,Midjourney,39.68,6482,2024
Technology,Midjourney,27.13,3664,2023
Manufacturing,ChatGPT,21.77,626,2024
Retail,ChatGPT,63.57,1737,2023
Transportation,ChatGPT,79.05,7455,2024
Manufacturing,Midjourney,85.18,9547,2024
Manufacturing,Bard,66.44,1562,2024
Agriculture,ChatGPT,63.03,6626,2024
Retail,Midjourney,47.31,5691,2024
Transportation,Midjourney,49.16,4247,2024
Transportation,ChatGPT,79.18,7596,2024
Finance,Bard,10.42,7416,2024
Agriculture,Midjourney,27.62,1718,2024
Transportation,Midjourney,54.44,7165,2024
Agriculture,Midjourney,4.69,1565,2024
Finance,ChatGPT,68.13,2619,2023
Retail,Midjourney,65.81,2141,2023
Education,ChatGPT,74.84,8121,2023
Technology,ChatGPT,9.02,3717,2023
Transportation,Midjourney,33.11,8549,2024
Agriculture,Midjourney,51.16,2682,2024
Agriculture,Midjourney,88.62,2908,2024
Technology,ChatGPT,27.18,2965,2023
Education,ChatGPT,86.68,9140,2024
Agriculture,Midjourney,76.89,5484,2024
Manufacturing,Claude,61.62,3738,2023
Transportation,ChatGPT,17.15,3814,2024
Retail,Midjourney,47.46,4743,2024
Manufacturing,ChatGPT,70.58,5692,2024
Education,ChatGPT,0.88,6925,2024
Manufacturing,ChatGPT,17.34,9099,2024
Retail,Bard,99.26,6748,2024
Agriculture,Stable Diffusion,88.27,5430,2024
Agriculture,Midjourney,74.14,3752,2023
Retail,Stable Diffusion,42.95,4481,2024
Finance,ChatGPT,10.98,7339,2023
Transportation,Stable Diffusion,22.94,4277,2023
Manufacturing,ChatGPT,67.37,7558,2024
Finance,Bard,84.38,5756,2023
Education,Midjourney,51.22,3426,2024
Transportation,Midjourney,65.69,108,2024
Technology,Midjourney,16,5596,2024
Technology,Bard,70.63,875,2024
Education,ChatGPT,71.99,6138,2024
Finance,Stable Diffusion,18.62,1328,2024
Healthcare,ChatGPT,46.84,5988,2024
Agriculture,Stable Diffusion,8.28,5966,2024
Healthcare,ChatGPT,70.23,8840,2024
Agriculture,Stable Diffusion,63.23,7503,2024
Retail,Midjourney,85.99,6435,2023
Manufacturing,Midjourney,21.3,8181,2024
Technology,ChatGPT,77.63,5945,2024
Finance,ChatGPT,17.87,3636,2023
Manufacturing,Bard,46.96,6703,2023
Finance,Midjourney,6.79,3450,2024
Manufacturing,Claude,54.64,1164,2024
Retail,ChatGPT,35,5877,2024
Technology,ChatGPT,13.86,2231,2024
Healthcare,Stable Diffusion,13.36,4932,2023
Transportation,Midjourney,2.85,1303,2023
Manufacturing,ChatGPT,55.16,1961,2023
Retail,Midjourney,0.31,6154,2024
Healthcare,ChatGPT,92.19,9656,2024
Agriculture,Stable Diffusion,78.24,8857,2024
Agriculture,Bard,28.05,9431,2024
Agriculture,Bard,12.89,9185,2023
Technology,Midjourney,66.05,7154,2023
Healthcare,ChatGPT,34.07,6326,2024
Manufacturing,Stable Diffusion,99.2,7011,2023
Agriculture,Stable Diffusion,18.9,4712,2024
Technology,ChatGPT,77.72,1626,2024
Transportation,Bard,36.32,143,2023
Manufacturing,Stable Diffusion,61.37,1152,2024
Transportation,ChatGPT,65.37,4757,2024
Transportation,ChatGPT,36.56,8164,2024
Manufacturing,ChatGPT,45.24,2491,2024
Agriculture,Stable Diffusion,12.53,3115,2023
Transportation,Stable Diffusion,97.76,9248,2024
Retail,ChatGPT,10.38,3135,2024
Manufacturing,ChatGPT,42.03,7327,2024
Agriculture,ChatGPT,32.9,4703,2024
Healthcare,ChatGPT,58.97,5261,2024
Retail,Stable Diffusion,39,2284,2024
Retail,ChatGPT,66.12,2577,2023
Transportation,ChatGPT,94.05,8221,2023
Retail,ChatGPT,67.69,772,2024
Technology,Stable Diffusion,73.34,6319,2024
Retail,Bard,37.33,3911,2023
Finance,ChatGPT,89.39,1183,2024
Healthcare,Midjourney,22.92,1626,2024
Retail,ChatGPT,36.83,8440,2024
Transportation,Stable Diffusion,58.68,8670,2023
Transportation,ChatGPT,28.8,8893,2024
Transportation,ChatGPT,70.94,842,2024
Education,ChatGPT,21.71,3368,2024
Transportation,ChatGPT,62.78,5598,2024
Education,ChatGPT,32.2,3278,2024
Technology,ChatGPT,83.84,1816,2023
Education,ChatGPT,0.77,8810,2023
Finance,ChatGPT,90.49,1466,2024
Healthcare,Bard,31.68,7369,2024
